"ISO","year","MatMor","InfMor","NeoMor","Under5Mor"
NA,"1997",NA,63.19299859,35.97145871,91.31693654
NA,"1998",NA,61.55700361,35.14832557,88.92815662
NA,"1999",NA,59.78430694,34.27472929,86.24374208
NA,"2000",379,57.96637283,33.36023506,83.45614185
NA,"2001",371,56.03694978,32.35453834,80.50564151
NA,"2002",363,54.06598868,31.32604785,77.481278
NA,"2003",354,52.15183055,30.31363536,74.49600108
NA,"2004",342,50.3639507,29.30561946,71.86707167
NA,"2005",328,48.41730032,28.37756504,68.71825905
NA,"2006",315,46.66697594,27.46054467,65.9658393
NA,"2007",303,44.95764464,26.602416,63.29717149
NA,"2008",293,43.39549262,25.80007724,60.93543851
NA,"2009",284,41.73020931,24.98456463,58.20325621
NA,"2010",274,40.33727737,24.20537014,56.11776739
NA,"2011",266,38.84470876,23.45985462,53.649406
NA,"2012",258,37.55642936,22.77478969,51.67731096
NA,"2013",252,36.34929239,22.11672843,49.8110285
NA,"2014",247,35.24593027,21.48703755,48.11389514
NA,"2015",241,34.18082542,20.92053205,46.52706987
NA,"2016",235,33.21680457,20.41639192,45.03196399
NA,"2017",231,32.23513926,19.89868006,43.5743925
NA,"2018",NA,31.34634663,19.41617131,42.25005057
NA,"2019",NA,30.51231811,18.88550345,41.03338532
NA,"2020",NA,29.73802771,18.42046369,39.86230031
NA,"2021",NA,NA,NA,NA
"LSO","1960",NA,140.1,63.5,187.3
"LSO","1961",NA,139.4,63.8,186.3
"LSO","1962",NA,139.6,64.1,186.6
"LSO","1963",NA,140.1,64.5,187.3
"LSO","1964",NA,140.6,65,188.1
"LSO","1965",NA,141,65.1,188.6
"LSO","1966",NA,140.7,65.1,188.3
"LSO","1967",NA,139.8,64.7,186.9
"LSO","1968",NA,138.3,64.2,184.8
"LSO","1969",NA,136.3,63.4,181.9
"LSO","1970",NA,133.8,62.4,178.3
"LSO","1971",NA,131.1,61.1,174.4
"LSO","1972",NA,128.3,59.8,170.4
"LSO","1973",NA,125.2,58.4,166
"LSO","1974",NA,121.9,56.7,161.2
"LSO","1975",NA,118,54.8,155.7
"LSO","1976",NA,113.8,52.8,149.7
"LSO","1977",NA,109.4,50.7,143.4
"LSO","1978",NA,105,48.6,137.1
"LSO","1979",NA,100.5,46.6,130.6
"LSO","1980",NA,95.9,44.7,124
"LSO","1981",NA,91.6,43.1,117.8
"LSO","1982",NA,87.5,41.8,112
"LSO","1983",NA,83.8,40.9,106.6
"LSO","1984",NA,80.5,40.3,101.9
"LSO","1985",NA,77.5,39.8,97.6
"LSO","1986",NA,74.8,39.5,93.8
"LSO","1987",NA,72.4,39.4,90.5
"LSO","1988",NA,70.4,39.4,87.7
"LSO","1989",NA,68.7,39.5,85.5
"LSO","1990",NA,67.5,39.6,84
"LSO","1991",NA,66.8,39.7,83.5
"LSO","1992",NA,66.6,39.8,84
"LSO","1993",NA,67.1,39.8,86.1
"LSO","1994",NA,67.9,39.8,89.3
"LSO","1995",NA,68.7,39.8,93.1
"LSO","1996",NA,69.2,39.7,96.9
"LSO","1997",NA,69.2,39.5,100
"LSO","1998",NA,69.4,39.4,102.6
"LSO","1999",NA,69.5,39.4,104.7
"LSO","2000",614,70,39.6,106.9
"LSO","2001",633,70.5,39.9,108.8
"LSO","2002",653,71.2,40.1,110.7
"LSO","2003",671,72.2,40.2,112.7
"LSO","2004",680,73,40.3,114.5
"LSO","2005",679,74,40.5,116.1
"LSO","2006",668,74.5,40.8,116.5
"LSO","2007",652,73.8,41.1,114.3
"LSO","2008",623,77.1,41.4,113
"LSO","2009",607,73.6,41.7,104.2
"LSO","2010",594,70.9,42,96.4
"LSO","2011",585,69,42.4,93.9
"LSO","2012",586,70.2,42.8,92.7
"LSO","2013",583,71,43.5,92.6
"LSO","2014",579,71.9,44.1,94.2
"LSO","2015",574,72.6,44.7,94.6
"LSO","2016",559,72.9,45.1,91.5
"LSO","2017",544,73.1,45.2,91
"LSO","2018",NA,72.1,45.1,90.6
"LSO","2019",NA,71.4,44.8,90.9
"LSO","2020",NA,69.9,44.3,89.5
"LSO","2021",NA,NA,NA,NA
NA,"1960",NA,NA,NA,NA
NA,"1961",NA,NA,NA,NA
NA,"1962",NA,NA,NA,NA
NA,"1963",NA,NA,NA,NA
NA,"1964",NA,NA,NA,NA
NA,"1965",NA,NA,NA,NA
NA,"1966",NA,NA,NA,NA
NA,"1967",NA,NA,NA,NA
NA,"1968",NA,NA,NA,NA
NA,"1969",NA,NA,NA,NA
NA,"1970",NA,NA,NA,NA
NA,"1971",NA,NA,NA,NA
NA,"1972",NA,NA,NA,NA
NA,"1973",NA,NA,NA,NA
NA,"1974",NA,NA,NA,NA
NA,"1975",NA,NA,NA,NA
NA,"1976",NA,NA,NA,NA
NA,"1977",NA,NA,NA,NA
NA,"1978",NA,NA,NA,NA
NA,"1979",NA,NA,NA,NA
NA,"1980",NA,NA,NA,NA
NA,"1981",NA,NA,NA,NA
NA,"1982",NA,NA,NA,NA
NA,"1983",NA,NA,NA,NA
NA,"1984",NA,NA,NA,NA
NA,"1985",NA,NA,NA,NA
NA,"1986",NA,NA,NA,NA
NA,"1987",NA,NA,NA,NA
NA,"1988",NA,NA,NA,NA
NA,"1989",NA,NA,NA,NA
NA,"1990",NA,40.13002889,26.06309125,50.25626653
NA,"1991",NA,39.53381769,25.70060895,49.35865812
NA,"1992",NA,38.75147657,25.29082357,48.15146108
NA,"1993",NA,37.77397265,24.69899167,46.76074054
NA,"1994",NA,36.6013224,24.00849,45.18174732
NA,"1995",NA,35.34659704,23.20484665,43.46232263
NA,"1996",NA,33.9496086,22.33402332,41.65689162
NA,"1997",NA,32.5371789,21.45893955,39.72883349
NA,"1998",NA,30.98128519,20.61598225,37.77431522
NA,"1999",NA,29.35641393,19.70697962,35.69129577
NA,"2000",62,27.61762013,18.81336847,33.53700668
NA,"2001",59,25.81505881,17.63851434,31.29122157
NA,"2002",57,23.99173126,16.46524469,29.09232751
NA,"2003",54,22.21416832,15.30255439,26.89272744
NA,"2004",52,20.65192199,14.11662725,25.03750656
NA,"2005",50,18.99849138,13.06187155,23.01650793
NA,"2006",48,17.62705798,12.03385813,21.33466962
NA,"2007",46,16.40481263,11.12287003,19.87007182
NA,"2008",45,15.26947255,10.28222712,18.57036552
NA,"2009",43,14.33212169,9.508717856,17.47741463
NA,"2010",41,13.38867481,8.88381248,16.36936726
NA,"2011",39,12.56983042,8.277255222,15.40299855
NA,"2012",38,11.8225541,7.793667381,14.49599339
NA,"2013",37,11.15988427,7.316583817,13.68600268
NA,"2014",36,10.50869273,6.841185392,12.94451908
NA,"2015",36,9.917998001,6.434364476,12.20938904
NA,"2016",35,9.460431298,6.155484291,11.66048734
NA,"2017",34,8.87335943,5.774939858,10.99233667
NA,"2018",NA,8.412676403,5.46362185,10.44995711
NA,"2019",NA,8.007919717,5.12971021,9.96841842
NA,"2020",NA,7.665169922,4.934558848,9.506154443
NA,"2021",NA,NA,NA,NA
"LTU","1960",NA,NA,NA,NA
"LTU","1961",NA,NA,NA,NA
"LTU","1962",NA,NA,NA,NA
"LTU","1963",NA,NA,NA,NA
"LTU","1964",NA,NA,NA,NA
"LTU","1965",NA,NA,NA,NA
"LTU","1966",NA,NA,NA,NA
"LTU","1967",NA,20.5,NA,26.1
"LTU","1968",NA,20.8,NA,26.4
"LTU","1969",NA,19.6,NA,25
"LTU","1970",NA,17.8,NA,22.7
"LTU","1971",NA,16.7,NA,21.2
"LTU","1972",NA,16.6,NA,21.1
"LTU","1973",NA,17,NA,21.7
"LTU","1974",NA,17.5,NA,22.2
"LTU","1975",NA,17.7,NA,22.5
"LTU","1976",NA,17.7,NA,22.5
"LTU","1977",NA,17.5,NA,22.3
"LTU","1978",NA,17.2,NA,21.9
"LTU","1979",NA,16.7,NA,21.2
"LTU","1980",NA,16,NA,20.4
"LTU","1981",NA,15.5,7.2,19.7
"LTU","1982",NA,15.1,7,19.2
"LTU","1983",NA,14.7,6.9,18.8
"LTU","1984",NA,14.3,7,18.2
"LTU","1985",NA,13.8,7.2,17.5
"LTU","1986",NA,12.9,7.1,16.4
"LTU","1987",NA,11.9,6.6,15.1
"LTU","1988",NA,11.2,6.3,14.2
"LTU","1989",NA,11.3,6.7,14.3
"LTU","1990",NA,12,7.9,15.2
"LTU","1991",NA,13.1,9.6,16.5
"LTU","1992",NA,14.1,10.7,17.8
"LTU","1993",NA,14.4,10.6,18.1
"LTU","1994",NA,13.5,9.4,17
"LTU","1995",NA,12,7.8,15
"LTU","1996",NA,10.6,6.4,13.3
"LTU","1997",NA,9.8,5.6,12.3
"LTU","1998",NA,9.3,5.1,11.6
"LTU","1999",NA,8.9,4.8,11.1
"LTU","2000",17,8.6,4.5,10.7
"LTU","2001",16,8.2,4.4,10.3
"LTU","2002",14,7.9,4.4,9.9
"LTU","2003",14,7.6,4.5,9.5
"LTU","2004",13,7.4,4.5,9.3
"LTU","2005",14,7.3,4.4,9
"LTU","2006",14,6.9,4.1,8.6
"LTU","2007",14,6.5,3.8,8
"LTU","2008",13,5.9,3.4,7.3
"LTU","2009",11,5.4,3.2,6.7
"LTU","2010",10,4.9,2.9,6
"LTU","2011",10,4.5,2.8,5.5
"LTU","2012",10,4.2,2.6,5.2
"LTU","2013",10,4.1,2.5,5
"LTU","2014",9,4,2.4,4.9
"LTU","2015",9,4,2.4,4.9
"LTU","2016",8,3.9,2.4,4.8
"LTU","2017",8,3.6,2.3,4.4
"LTU","2018",NA,3.3,2.2,4
"LTU","2019",NA,2.9,2,3.6
"LTU","2020",NA,2.7,1.9,3.3
"LTU","2021",NA,NA,NA,NA
"LUX","1960",NA,32,NA,37.7
"LUX","1961",NA,30.3,NA,35.7
"LUX","1962",NA,28.7,NA,33.8
"LUX","1963",NA,27.1,NA,32
"LUX","1964",NA,25.7,NA,30.4
"LUX","1965",NA,24.4,16.6,28.8
"LUX","1966",NA,23.2,15.5,27.4
"LUX","1967",NA,22.1,14.6,26.1
"LUX","1968",NA,21,13.9,24.8
"LUX","1969",NA,19.9,13.3,23.6
"LUX","1970",NA,18.9,12.6,22.4
"LUX","1971",NA,17.8,11.9,21.1
"LUX","1972",NA,16.8,11.1,19.9
"LUX","1973",NA,15.8,10.4,18.8
"LUX","1974",NA,14.9,9.8,17.7
"LUX","1975",NA,14.1,9.2,16.7
"LUX","1976",NA,13.3,8.7,15.8
"LUX","1977",NA,12.7,8.2,15.1
"LUX","1978",NA,12.1,7.6,14.4
"LUX","1979",NA,11.6,7,13.8
"LUX","1980",NA,11.2,6.5,13.3
"LUX","1981",NA,10.8,6.1,12.9
"LUX","1982",NA,10.5,5.7,12.5
"LUX","1983",NA,10.1,5.5,12.1
"LUX","1984",NA,9.7,5.3,11.6
"LUX","1985",NA,9.4,5.1,11.2
"LUX","1986",NA,9,5,10.8
"LUX","1987",NA,8.6,4.8,10.3
"LUX","1988",NA,8.2,4.7,9.9
"LUX","1989",NA,7.8,4.5,9.4
"LUX","1990",NA,7.4,4.3,8.8
"LUX","1991",NA,6.9,4,8.3
"LUX","1992",NA,6.5,3.7,7.8
"LUX","1993",NA,6.1,3.5,7.3
"LUX","1994",NA,5.6,3.3,6.8
"LUX","1995",NA,5.3,3.1,6.3
"LUX","1996",NA,4.9,2.9,5.9
"LUX","1997",NA,4.6,2.7,5.5
"LUX","1998",NA,4.3,2.6,5.1
"LUX","1999",NA,4,2.4,4.8
"LUX","2000",10,3.7,2.3,4.5
"LUX","2001",10,3.5,2.2,4.2
"LUX","2002",9,3.3,2,4
"LUX","2003",8,3.1,1.9,3.8
"LUX","2004",8,2.9,1.8,3.5
"LUX","2005",9,2.8,1.7,3.4
"LUX","2006",9,2.6,1.7,3.2
"LUX","2007",8,2.5,1.6,3.1
"LUX","2008",6,2.4,1.6,3
"LUX","2009",7,2.4,1.6,2.9
"LUX","2010",8,2.3,1.5,2.8
"LUX","2011",8,2.3,1.5,2.8
"LUX","2012",7,2.3,1.5,2.8
"LUX","2013",6,2.3,1.6,2.8
"LUX","2014",6,2.3,1.6,2.8
"LUX","2015",5,2.3,1.6,2.8
"LUX","2016",5,2.3,1.6,2.8
"LUX","2017",5,2.3,1.7,2.8
"LUX","2018",NA,2.3,1.7,2.8
"LUX","2019",NA,2.3,1.7,2.8
"LUX","2020",NA,2.3,1.7,2.8
"LUX","2021",NA,NA,NA,NA
"LVA","1960",NA,NA,NA,NA
"LVA","1961",NA,NA,NA,NA
"LVA","1962",NA,NA,NA,NA
"LVA","1963",NA,NA,NA,NA
"LVA","1964",NA,NA,NA,NA
"LVA","1965",NA,NA,NA,NA
"LVA","1966",NA,NA,NA,NA
"LVA","1967",NA,NA,NA,NA
"LVA","1968",NA,NA,NA,NA
"LVA","1969",NA,NA,NA,NA
"LVA","1970",NA,NA,NA,NA
"LVA","1971",NA,NA,NA,NA
"LVA","1972",NA,NA,NA,NA
"LVA","1973",NA,NA,NA,NA
"LVA","1974",NA,NA,NA,NA
"LVA","1975",NA,NA,NA,NA
"LVA","1976",NA,NA,NA,NA
"LVA","1977",NA,NA,NA,NA
"LVA","1978",NA,NA,NA,NA
"LVA","1979",NA,15.3,NA,20.8
"LVA","1980",NA,15.3,7.5,20.7
"LVA","1981",NA,15.3,7.3,20.6
"LVA","1982",NA,15.1,7.1,20.3
"LVA","1983",NA,14.7,6.9,19.7
"LVA","1984",NA,14.1,6.7,18.7
"LVA","1985",NA,13.2,6.6,17.5
"LVA","1986",NA,12.4,6.5,16.3
"LVA","1987",NA,11.8,6.4,15.5
"LVA","1988",NA,11.7,6.6,15.2
"LVA","1989",NA,12.2,7.3,15.8
"LVA","1990",NA,13.2,8.3,17
"LVA","1991",NA,14.3,9.6,18.3
"LVA","1992",NA,15.1,10.6,19.3
"LVA","1993",NA,15.7,11.3,19.9
"LVA","1994",NA,15.8,11.5,20
"LVA","1995",NA,15.7,11.3,19.8
"LVA","1996",NA,15.2,10.6,19
"LVA","1997",NA,14.3,9.7,17.9
"LVA","1998",NA,13.4,8.7,16.6
"LVA","1999",NA,12.4,7.9,15.4
"LVA","2000",34,11.5,7.1,14.2
"LVA","2001",35,10.8,6.6,13.3
"LVA","2002",33,10.2,6.2,12.6
"LVA","2003",34,9.7,5.9,11.9
"LVA","2004",32,9.2,5.6,11.2
"LVA","2005",30,8.6,5.4,10.5
"LVA","2006",32,8.1,5.2,9.8
"LVA","2007",32,7.7,5,9.3
"LVA","2008",29,7.3,4.8,8.8
"LVA","2009",28,6.9,4.5,8.3
"LVA","2010",26,6.5,4.2,7.8
"LVA","2011",26,6.1,3.9,7.2
"LVA","2012",23,5.6,3.5,6.6
"LVA","2013",27,5.1,3.2,6
"LVA","2014",24,4.6,2.9,5.5
"LVA","2015",23,4.3,2.7,5
"LVA","2016",26,4,2.6,4.7
"LVA","2017",19,3.8,2.4,4.4
"LVA","2018",NA,3.6,2.4,4.2
"LVA","2019",NA,3.5,2.3,4.1
"LVA","2020",NA,3.4,2.3,4
"LVA","2021",NA,NA,NA,NA
"MAC","1960",NA,NA,NA,NA
"MAC","1961",NA,NA,NA,NA
"MAC","1962",NA,NA,NA,NA
"MAC","1963",NA,NA,NA,NA
"MAC","1964",NA,NA,NA,NA
"MAC","1965",NA,NA,NA,NA
"MAC","1966",NA,NA,NA,NA
"MAC","1967",NA,NA,NA,NA
"MAC","1968",NA,NA,NA,NA
"MAC","1969",NA,NA,NA,NA
"MAC","1970",NA,NA,NA,NA
"MAC","1971",NA,NA,NA,NA
"MAC","1972",NA,NA,NA,NA
"MAC","1973",NA,NA,NA,NA
"MAC","1974",NA,NA,NA,NA
"MAC","1975",NA,NA,NA,NA
"MAC","1976",NA,NA,NA,NA
"MAC","1977",NA,NA,NA,NA
"MAC","1978",NA,NA,NA,NA
"MAC","1979",NA,NA,NA,NA
"MAC","1980",NA,NA,NA,NA
"MAC","1981",NA,NA,NA,NA
"MAC","1982",NA,NA,NA,NA
"MAC","1983",NA,NA,NA,NA
"MAC","1984",NA,NA,NA,NA
"MAC","1985",NA,NA,NA,NA
"MAC","1986",NA,NA,NA,NA
"MAC","1987",NA,NA,NA,NA
"MAC","1988",NA,NA,NA,NA
"MAC","1989",NA,NA,NA,NA
"MAC","1990",NA,NA,NA,NA
"MAC","1991",NA,NA,NA,NA
"MAC","1992",NA,NA,NA,NA
"MAC","1993",NA,NA,NA,NA
"MAC","1994",NA,NA,NA,NA
"MAC","1995",NA,NA,NA,NA
"MAC","1996",NA,NA,NA,NA
"MAC","1997",NA,NA,NA,NA
"MAC","1998",NA,NA,NA,NA
"MAC","1999",NA,NA,NA,NA
"MAC","2000",NA,NA,NA,NA
"MAC","2001",NA,NA,NA,NA
"MAC","2002",NA,NA,NA,NA
"MAC","2003",NA,NA,NA,NA
"MAC","2004",NA,NA,NA,NA
"MAC","2005",NA,NA,NA,NA
"MAC","2006",NA,NA,NA,NA
"MAC","2007",NA,NA,NA,NA
"MAC","2008",NA,NA,NA,NA
"MAC","2009",NA,NA,NA,NA
"MAC","2010",NA,NA,NA,NA
"MAC","2011",NA,NA,NA,NA
"MAC","2012",NA,NA,NA,NA
"MAC","2013",NA,NA,NA,NA
"MAC","2014",NA,NA,NA,NA
"MAC","2015",NA,NA,NA,NA
"MAC","2016",NA,NA,NA,NA
"MAC","2017",NA,NA,NA,NA
"MAC","2018",NA,NA,NA,NA
"MAC","2019",NA,NA,NA,NA
"MAC","2020",NA,NA,NA,NA
"MAC","2021",NA,NA,NA,NA
"MAF","1960",NA,NA,NA,NA
"MAF","1961",NA,NA,NA,NA
"MAF","1962",NA,NA,NA,NA
"MAF","1963",NA,NA,NA,NA
"MAF","1964",NA,NA,NA,NA
"MAF","1965",NA,NA,NA,NA
"MAF","1966",NA,NA,NA,NA
"MAF","1967",NA,NA,NA,NA
"MAF","1968",NA,NA,NA,NA
"MAF","1969",NA,NA,NA,NA
"MAF","1970",NA,NA,NA,NA
"MAF","1971",NA,NA,NA,NA
"MAF","1972",NA,NA,NA,NA
"MAF","1973",NA,NA,NA,NA
"MAF","1974",NA,NA,NA,NA
"MAF","1975",NA,NA,NA,NA
"MAF","1976",NA,NA,NA,NA
"MAF","1977",NA,NA,NA,NA
"MAF","1978",NA,NA,NA,NA
"MAF","1979",NA,NA,NA,NA
"MAF","1980",NA,NA,NA,NA
"MAF","1981",NA,NA,NA,NA
"MAF","1982",NA,NA,NA,NA
"MAF","1983",NA,NA,NA,NA
"MAF","1984",NA,NA,NA,NA
"MAF","1985",NA,NA,NA,NA
"MAF","1986",NA,NA,NA,NA
"MAF","1987",NA,NA,NA,NA
"MAF","1988",NA,NA,NA,NA
"MAF","1989",NA,NA,NA,NA
"MAF","1990",NA,NA,NA,NA
"MAF","1991",NA,NA,NA,NA
"MAF","1992",NA,NA,NA,NA
"MAF","1993",NA,NA,NA,NA
"MAF","1994",NA,NA,NA,NA
"MAF","1995",NA,NA,NA,NA
"MAF","1996",NA,NA,NA,NA
"MAF","1997",NA,NA,NA,NA
"MAF","1998",NA,NA,NA,NA
"MAF","1999",NA,NA,NA,NA
"MAF","2000",NA,NA,NA,NA
"MAF","2001",NA,NA,NA,NA
"MAF","2002",NA,NA,NA,NA
"MAF","2003",NA,NA,NA,NA
"MAF","2004",NA,NA,NA,NA
"MAF","2005",NA,NA,NA,NA
"MAF","2006",NA,NA,NA,NA
"MAF","2007",NA,NA,NA,NA
"MAF","2008",NA,NA,NA,NA
"MAF","2009",NA,NA,NA,NA
"MAF","2010",NA,NA,NA,NA
"MAF","2011",NA,NA,NA,NA
"MAF","2012",NA,NA,NA,NA
"MAF","2013",NA,NA,NA,NA
"MAF","2014",NA,NA,NA,NA
"MAF","2015",NA,NA,NA,NA
"MAF","2016",NA,NA,NA,NA
"MAF","2017",NA,NA,NA,NA
"MAF","2018",NA,NA,NA,NA
"MAF","2019",NA,NA,NA,NA
"MAF","2020",NA,NA,NA,NA
"MAF","2021",NA,NA,NA,NA
"MAR","1960",NA,146.1,67.1,241.8
"MAR","1961",NA,143.9,66.3,237
"MAR","1962",NA,141.6,65.5,232.2
"MAR","1963",NA,139.2,64.5,227.2
"MAR","1964",NA,136.8,63.5,222
"MAR","1965",NA,134.2,62.3,216.6
"MAR","1966",NA,131.5,61.1,210.8
"MAR","1967",NA,128.8,59.9,205.2
"MAR","1968",NA,126.2,58.7,199.7
"MAR","1969",NA,123.7,57.6,194.6
"MAR","1970",NA,121.4,56.6,190
"MAR","1971",NA,119.4,55.8,185.8
"MAR","1972",NA,117.5,55.1,181.8
"MAR","1973",NA,115.5,54.3,177.7
"MAR","1974",NA,113.3,53.6,173.1
"MAR","1975",NA,110.7,52.8,167.8
"MAR","1976",NA,107.8,52,161.9
"MAR","1977",NA,104.6,51.2,155.3
"MAR","1978",NA,101.2,50.3,148.4
"MAR","1979",NA,97.8,49.2,141.4
"MAR","1980",NA,94.3,48.2,134.4
"MAR","1981",NA,90.8,47.1,127.6
"MAR","1982",NA,87.4,45.8,121
"MAR","1983",NA,84,44.6,114.7
"MAR","1984",NA,80.6,43.3,108.6
"MAR","1985",NA,77.2,42.1,102.9
"MAR","1986",NA,74,40.9,97.6
"MAR","1987",NA,71.1,39.7,92.8
"MAR","1988",NA,68.3,38.7,88.3
"MAR","1989",NA,65.8,37.7,84.3
"MAR","1990",NA,63.4,36.7,80.6
"MAR","1991",NA,61.2,35.8,77.2
"MAR","1992",NA,59.1,35,73.9
"MAR","1993",NA,57,34.2,70.8
"MAR","1994",NA,55,33.3,67.8
"MAR","1995",NA,53,32.5,64.8
"MAR","1996",NA,51,31.6,62
"MAR","1997",NA,49.1,30.8,59.4
"MAR","1998",NA,47.3,30,56.9
"MAR","1999",NA,45.6,29.2,54.5
"MAR","2000",188,43.9,28.4,52.3
"MAR","2001",174,42.3,27.7,50.1
"MAR","2002",162,40.6,27,48
"MAR","2003",152,39,26.2,45.9
"MAR","2004",142,37.2,25.5,43.7
"MAR","2005",131,35.5,24.6,41.5
"MAR","2006",121,33.6,23.7,39.3
"MAR","2007",113,31.8,22.8,37.1
"MAR","2008",106,30.1,21.7,35
"MAR","2009",99,28.4,20.5,33
"MAR","2010",92,26.8,19.3,31.2
"MAR","2011",86,25.3,18.2,29.5
"MAR","2012",81,23.9,17.2,27.8
"MAR","2013",78,22.6,16.2,26.3
"MAR","2014",76,21.3,15.3,24.9
"MAR","2015",74,20.2,14.5,23.5
"MAR","2016",72,19.1,13.8,22.3
"MAR","2017",70,18.2,13.1,21.2
"MAR","2018",NA,17.4,12.5,20.3
"MAR","2019",NA,16.7,12,19.5
"MAR","2020",NA,16,11.5,18.7
"MAR","2021",NA,NA,NA,NA
"MCO","1960",NA,NA,NA,NA
"MCO","1961",NA,NA,NA,NA
"MCO","1962",NA,NA,NA,NA
"MCO","1963",NA,NA,NA,NA
"MCO","1964",NA,NA,NA,NA
"MCO","1965",NA,NA,NA,NA
"MCO","1966",NA,NA,NA,NA
"MCO","1967",NA,NA,NA,NA
"MCO","1968",NA,NA,NA,NA
"MCO","1969",NA,NA,NA,NA
"MCO","1970",NA,NA,NA,NA
"MCO","1971",NA,NA,NA,NA
"MCO","1972",NA,NA,NA,NA
"MCO","1973",NA,NA,NA,NA
"MCO","1974",NA,NA,NA,NA
"MCO","1975",NA,NA,NA,NA
"MCO","1976",NA,NA,NA,NA
"MCO","1977",NA,NA,NA,NA
"MCO","1978",NA,NA,NA,NA
"MCO","1979",NA,NA,NA,NA
"MCO","1980",NA,NA,NA,NA
"MCO","1981",NA,NA,NA,NA
"MCO","1982",NA,NA,NA,NA
"MCO","1983",NA,NA,NA,NA
"MCO","1984",NA,NA,NA,NA
"MCO","1985",NA,7.9,NA,9.7
"MCO","1986",NA,7.6,NA,9.3
"MCO","1987",NA,7.2,NA,8.9
"MCO","1988",NA,6.9,NA,8.5
"MCO","1989",NA,6.6,4.2,8.1
"MCO","1990",NA,6.3,4.1,7.7
"MCO","1991",NA,6,3.9,7.4
"MCO","1992",NA,5.8,3.8,7.1
"MCO","1993",NA,5.5,3.7,6.8
"MCO","1994",NA,5.3,3.5,6.5
"MCO","1995",NA,5.1,3.4,6.2
"MCO","1996",NA,4.9,3.2,6
"MCO","1997",NA,4.7,3.1,5.8
"MCO","1998",NA,4.5,3,5.5
"MCO","1999",NA,4.4,2.9,5.3
"MCO","2000",NA,4.2,2.8,5.2
"MCO","2001",NA,4.1,2.7,5
"MCO","2002",NA,4,2.6,4.8
"MCO","2003",NA,3.8,2.5,4.7
"MCO","2004",NA,3.7,2.5,4.6
"MCO","2005",NA,3.6,2.4,4.5
"MCO","2006",NA,3.6,2.4,4.4
"MCO","2007",NA,3.5,2.3,4.3
"MCO","2008",NA,3.4,2.2,4.2
"MCO","2009",NA,3.3,2.2,4.1
"MCO","2010",NA,3.3,2.2,4
"MCO","2011",NA,3.2,2.1,3.9
"MCO","2012",NA,3.1,2.1,3.8
"MCO","2013",NA,3,2,3.7
"MCO","2014",NA,3,1.9,3.6
"MCO","2015",NA,2.9,1.9,3.5
"MCO","2016",NA,2.8,1.8,3.4
"MCO","2017",NA,2.7,1.8,3.3
"MCO","2018",NA,2.6,1.7,3.2
"MCO","2019",NA,2.5,1.7,3.1
"MCO","2020",NA,2.5,1.6,3
"MCO","2021",NA,NA,NA,NA
"MDA","1960",NA,NA,NA,NA
"MDA","1961",NA,NA,NA,NA
"MDA","1962",NA,NA,NA,NA
"MDA","1963",NA,NA,NA,NA
"MDA","1964",NA,NA,NA,NA
"MDA","1965",NA,NA,NA,NA
"MDA","1966",NA,NA,NA,NA
"MDA","1967",NA,NA,NA,NA
"MDA","1968",NA,NA,NA,NA
"MDA","1969",NA,NA,NA,NA
"MDA","1970",NA,NA,NA,NA
"MDA","1971",NA,49.5,NA,64.8
"MDA","1972",NA,48.3,NA,62.9
"MDA","1973",NA,47.1,NA,61.1
"MDA","1974",NA,45.9,NA,59.3
"MDA","1975",NA,44.7,NA,57.6
"MDA","1976",NA,43.6,NA,56
"MDA","1977",NA,42.5,NA,54.4
"MDA","1978",NA,41.4,NA,52.8
"MDA","1979",NA,40.5,NA,51.4
"MDA","1980",NA,39.5,NA,50.1
"MDA","1981",NA,38.5,NA,48.6
"MDA","1982",NA,37.2,21.8,46.8
"MDA","1983",NA,35.8,21.3,44.7
"MDA","1984",NA,34.3,20.8,42.6
"MDA","1985",NA,32.8,20.3,40.5
"MDA","1986",NA,31.3,19.8,38.4
"MDA","1987",NA,29.9,19.3,36.6
"MDA","1988",NA,28.8,18.8,35
"MDA","1989",NA,28,18.5,34
"MDA","1990",NA,27.7,18.5,33.6
"MDA","1991",NA,27.9,18.8,33.9
"MDA","1992",NA,28.7,19.6,34.8
"MDA","1993",NA,29.7,20.7,36.3
"MDA","1994",NA,30.7,21.6,37.7
"MDA","1995",NA,31.4,22.5,38.6
"MDA","1996",NA,31.6,23,38.9
"MDA","1997",NA,31.1,23.2,38.2
"MDA","1998",NA,30,23,36.7
"MDA","1999",NA,28.3,21.9,34.4
"MDA","2000",44,26.2,20.4,31.5
"MDA","2001",39,23.9,18.7,28.6
"MDA","2002",38,21.7,17.1,25.8
"MDA","2003",36,19.8,15.6,23.3
"MDA","2004",32,18.3,14.5,21.5
"MDA","2005",34,17.1,13.8,20.1
"MDA","2006",31,16.3,13.3,19
"MDA","2007",31,15.7,13,18.3
"MDA","2008",29,15.3,12.8,17.8
"MDA","2009",28,15,12.7,17.4
"MDA","2010",29,14.7,12.6,17.1
"MDA","2011",21,14.5,12.4,16.8
"MDA","2012",22,14.2,12.2,16.5
"MDA","2013",21,14,12,16.3
"MDA","2014",23,13.7,11.7,16
"MDA","2015",22,13.6,11.5,15.8
"MDA","2016",20,13.3,11.3,15.5
"MDA","2017",19,13.1,11.2,15.3
"MDA","2018",NA,12.9,11,15
